0,726.1226173639297,33.176,149.8144966363907,45.42
1,534.1273185014725,50.154,120.57750463485718,57.07
2,429.95905858278275,60.544,113.24171662330627,60.77
3,362.3180118203163,66.946,108.34118127822876,64.23
4,317.16182684898376,71.268,81.8868710398674,71.94
5,273.78647151589394,75.574,67.79759106040001,76.6
6,243.89779007434845,78.452,65.4631781578064,77.47
7,223.68720158934593,80.234,72.26510804891586,75.69
8,211.1533046066761,81.544,75.45450907945633,75.26
9,203.0692155957222,81.998,63.752819269895554,79.23
10,191.21735274791718,83.304,63.10628655552864,78.82
11,184.67665055394173,83.652,57.61309930682182,79.98
12,180.20743776857853,84.098,52.46646809577942,82.12
13,173.65122255682945,84.794,106.71821522712708,69.2
14,169.53332318365574,85.17,60.21465143561363,80.62
15,164.37191657721996,85.744,56.27225810289383,80.85
16,163.40062454342842,85.868,63.363440692424774,79.68
17,160.50161685049534,85.942,53.46752220392227,82.11
18,156.0701056420803,86.416,54.94886687397957,81.55
19,151.00110705196857,86.842,49.533408373594284,83.27
20,151.85289976000786,86.82,56.39738380908966,81.75
21,150.44416484236717,86.986,51.60466578602791,83.22
22,146.68175147473812,87.224,48.95613405108452,83.66
23,144.5597202628851,87.402,54.8046158850193,82.55
24,144.20456126332283,87.37,54.619962364435196,82.02
25,142.53483502566814,87.524,42.97418738901615,85.5
26,137.61168803274632,87.942,52.91765823960304,82.95
27,138.43662102520466,87.876,50.5170881152153,83.81
28,138.5725076496601,87.858,52.64948949217796,83.35
29,135.79463525116444,88.128,46.965644255280495,84.44
30,135.47138327360153,88.108,55.349734365940094,81.76
31,131.2900496274233,88.566,41.972497314214706,86.19
32,133.30481632053852,88.266,51.63860675692558,82.58
33,133.02448776364326,88.408,44.39625868201256,85.07
34,129.33057941496372,88.672,54.14312583208084,82.89
35,130.08573199808598,88.68,44.28018161654472,85.41
36,127.3681090772152,88.92,58.50298246741295,82.19
37,127.76587933301926,88.874,46.671547561883926,84.24
38,124.90664744377136,89.192,47.27265700697899,84.58
39,125.9664128869772,89.082,60.98263245820999,80.88
40,124.15098987519741,89.124,58.424602180719376,82.05
